sysbench 0.5:  multi-threaded system evaluation benchmark

Running the test with following options:
Number of threads: 2
Report intermediate results every 1 second(s)
Initializing random number generator from timer.

Random number generator seed is 0 and will be ignored


Threads started!

[   1s] threads: 2, tps: 217.18, reads/s: 3042.51, writes/s: 868.72, response time: 11.08ms (95%)
[   2s] threads: 2, tps: 244.00, reads/s: 3432.96, writes/s: 975.99, response time: 10.04ms (95%)
[   3s] threads: 2, tps: 252.00, reads/s: 3537.04, writes/s: 1014.01, response time: 9.89ms (95%)
[   4s] threads: 2, tps: 262.00, reads/s: 3660.02, writes/s: 1042.01, response time: 9.30ms (95%)
[   5s] threads: 2, tps: 270.01, reads/s: 3775.12, writes/s: 1080.04, response time: 9.13ms (95%)
[   6s] threads: 2, tps: 261.99, reads/s: 3667.87, writes/s: 1048.96, response time: 9.00ms (95%)
[   7s] threads: 2, tps: 268.00, reads/s: 3751.01, writes/s: 1071.00, response time: 9.31ms (95%)
[   8s] threads: 2, tps: 270.00, reads/s: 3780.00, writes/s: 1080.00, response time: 9.48ms (95%)
[   9s] threads: 2, tps: 273.00, reads/s: 3818.99, writes/s: 1092.00, response time: 9.08ms (95%)
[  10s] threads: 2, tps: 276.01, reads/s: 3878.18, writes/s: 1104.05, response time: 8.71ms (95%)
[  11s] threads: 2, tps: 276.99, reads/s: 3877.85, writes/s: 1107.96, response time: 8.97ms (95%)
[  12s] threads: 2, tps: 283.99, reads/s: 3972.91, writes/s: 1135.97, response time: 8.96ms (95%)
[  13s] threads: 2, tps: 285.01, reads/s: 3994.09, writes/s: 1140.03, response time: 8.49ms (95%)
[  14s] threads: 2, tps: 290.00, reads/s: 4057.96, writes/s: 1159.99, response time: 8.24ms (95%)
[  15s] threads: 2, tps: 286.01, reads/s: 3993.09, writes/s: 1144.03, response time: 8.87ms (95%)
[  16s] threads: 2, tps: 283.98, reads/s: 3977.73, writes/s: 1135.92, response time: 9.10ms (95%)
[  17s] threads: 2, tps: 293.01, reads/s: 4094.19, writes/s: 1172.05, response time: 8.42ms (95%)
[  18s] threads: 2, tps: 291.99, reads/s: 4093.92, writes/s: 1167.98, response time: 8.76ms (95%)
[  19s] threads: 2, tps: 297.01, reads/s: 4165.08, writes/s: 1188.02, response time: 8.38ms (95%)
[  20s] threads: 2, tps: 304.01, reads/s: 4236.15, writes/s: 1216.04, response time: 7.84ms (95%)
[  21s] threads: 2, tps: 302.98, reads/s: 4268.76, writes/s: 1214.93, response time: 8.13ms (95%)
[  22s] threads: 2, tps: 301.01, reads/s: 4203.14, writes/s: 1201.04, response time: 8.44ms (95%)
[  23s] threads: 2, tps: 303.00, reads/s: 4250.95, writes/s: 1211.99, response time: 8.31ms (95%)
[  24s] threads: 2, tps: 305.00, reads/s: 4263.00, writes/s: 1220.00, response time: 8.05ms (95%)
[  25s] threads: 2, tps: 301.01, reads/s: 4213.17, writes/s: 1204.05, response time: 8.42ms (95%)
[  26s] threads: 2, tps: 307.98, reads/s: 4322.77, writes/s: 1235.94, response time: 8.37ms (95%)
[  27s] threads: 2, tps: 284.00, reads/s: 3970.06, writes/s: 1132.02, response time: 12.50ms (95%)
[  28s] threads: 2, tps: 317.99, reads/s: 4445.89, writes/s: 1271.97, response time: 7.73ms (95%)
[  29s] threads: 2, tps: 314.99, reads/s: 4410.92, writes/s: 1259.98, response time: 8.06ms (95%)
[  30s] threads: 2, tps: 318.99, reads/s: 4473.84, writes/s: 1277.95, response time: 7.65ms (95%)
[  31s] threads: 2, tps: 317.02, reads/s: 4437.32, writes/s: 1269.09, response time: 7.93ms (95%)
[  32s] threads: 2, tps: 318.01, reads/s: 4438.09, writes/s: 1269.03, response time: 8.13ms (95%)
[  33s] threads: 2, tps: 321.98, reads/s: 4522.78, writes/s: 1287.94, response time: 7.55ms (95%)
[  34s] threads: 2, tps: 327.01, reads/s: 4578.11, writes/s: 1308.03, response time: 7.60ms (95%)
[  35s] threads: 2, tps: 321.00, reads/s: 4489.99, writes/s: 1287.00, response time: 7.75ms (95%)
[  36s] threads: 2, tps: 327.00, reads/s: 4572.06, writes/s: 1305.02, response time: 7.59ms (95%)
[  37s] threads: 2, tps: 318.98, reads/s: 4469.75, writes/s: 1276.93, response time: 7.89ms (95%)
[  38s] threads: 2, tps: 327.01, reads/s: 4577.08, writes/s: 1307.02, response time: 7.52ms (95%)
[  39s] threads: 2, tps: 321.00, reads/s: 4493.00, writes/s: 1284.00, response time: 7.76ms (95%)
[  40s] threads: 2, tps: 325.02, reads/s: 4547.31, writes/s: 1300.09, response time: 7.57ms (95%)
[  41s] threads: 2, tps: 324.98, reads/s: 4551.69, writes/s: 1299.91, response time: 7.38ms (95%)
[  42s] threads: 2, tps: 323.01, reads/s: 4510.12, writes/s: 1292.03, response time: 8.15ms (95%)
[  43s] threads: 2, tps: 328.00, reads/s: 4605.05, writes/s: 1312.01, response time: 7.60ms (95%)
[  44s] threads: 2, tps: 330.99, reads/s: 4630.79, writes/s: 1323.94, response time: 7.36ms (95%)
[  45s] threads: 2, tps: 332.01, reads/s: 4655.16, writes/s: 1328.05, response time: 7.32ms (95%)
[  46s] threads: 2, tps: 327.99, reads/s: 4598.84, writes/s: 1316.95, response time: 7.42ms (95%)
[  47s] threads: 2, tps: 284.00, reads/s: 3975.01, writes/s: 1135.00, response time: 14.10ms (95%)
[  48s] threads: 2, tps: 327.00, reads/s: 4564.07, writes/s: 1304.02, response time: 7.87ms (95%)
[  49s] threads: 2, tps: 331.01, reads/s: 4646.09, writes/s: 1324.03, response time: 7.52ms (95%)
[  50s] threads: 2, tps: 335.00, reads/s: 4675.04, writes/s: 1340.01, response time: 7.41ms (95%)
[  51s] threads: 2, tps: 326.99, reads/s: 4593.92, writes/s: 1307.98, response time: 7.98ms (95%)
[  52s] threads: 2, tps: 281.00, reads/s: 3924.05, writes/s: 1124.01, response time: 15.60ms (95%)
[  53s] threads: 2, tps: 305.00, reads/s: 4271.00, writes/s: 1220.00, response time: 9.54ms (95%)
[  54s] threads: 2, tps: 331.99, reads/s: 4656.91, writes/s: 1327.97, response time: 7.55ms (95%)
[  55s] threads: 2, tps: 329.02, reads/s: 4595.27, writes/s: 1316.08, response time: 7.92ms (95%)
[  56s] threads: 2, tps: 330.99, reads/s: 4641.82, writes/s: 1326.95, response time: 7.53ms (95%)
[  57s] threads: 2, tps: 335.99, reads/s: 4693.83, writes/s: 1340.95, response time: 7.22ms (95%)
[  58s] threads: 2, tps: 341.01, reads/s: 4788.17, writes/s: 1366.05, response time: 7.20ms (95%)
[  59s] threads: 2, tps: 339.98, reads/s: 4745.79, writes/s: 1357.94, response time: 7.36ms (95%)
[  60s] threads: 2, tps: 343.03, reads/s: 4804.45, writes/s: 1372.13, response time: 7.24ms (95%)
[  61s] threads: 2, tps: 333.98, reads/s: 4672.76, writes/s: 1335.93, response time: 7.80ms (95%)
[  62s] threads: 2, tps: 341.00, reads/s: 4772.01, writes/s: 1364.00, response time: 7.30ms (95%)
[  63s] threads: 2, tps: 340.00, reads/s: 4778.05, writes/s: 1362.02, response time: 7.15ms (95%)
[  64s] threads: 2, tps: 349.00, reads/s: 4874.97, writes/s: 1393.99, response time: 6.89ms (95%)
[  65s] threads: 2, tps: 343.00, reads/s: 4799.99, writes/s: 1374.00, response time: 7.09ms (95%)
[  66s] threads: 2, tps: 345.01, reads/s: 4839.15, writes/s: 1378.04, response time: 7.32ms (95%)
[  67s] threads: 2, tps: 339.00, reads/s: 4742.95, writes/s: 1355.98, response time: 7.35ms (95%)
[  68s] threads: 2, tps: 344.00, reads/s: 4807.96, writes/s: 1375.99, response time: 7.19ms (95%)
[  69s] threads: 2, tps: 342.01, reads/s: 4792.13, writes/s: 1368.04, response time: 7.23ms (95%)
[  70s] threads: 2, tps: 340.00, reads/s: 4767.98, writes/s: 1359.99, response time: 7.36ms (95%)
[  71s] threads: 2, tps: 339.99, reads/s: 4750.85, writes/s: 1359.96, response time: 7.51ms (95%)
[  72s] threads: 2, tps: 348.00, reads/s: 4870.02, writes/s: 1392.01, response time: 6.97ms (95%)
[  73s] threads: 2, tps: 344.00, reads/s: 4808.00, writes/s: 1376.00, response time: 7.13ms (95%)
[  74s] threads: 2, tps: 342.00, reads/s: 4792.98, writes/s: 1367.99, response time: 7.45ms (95%)
[  75s] threads: 2, tps: 340.01, reads/s: 4768.18, writes/s: 1360.05, response time: 7.36ms (95%)
[  76s] threads: 2, tps: 342.00, reads/s: 4793.99, writes/s: 1370.00, response time: 7.60ms (95%)
[  77s] threads: 2, tps: 339.99, reads/s: 4748.89, writes/s: 1357.97, response time: 7.27ms (95%)
[  78s] threads: 2, tps: 348.01, reads/s: 4860.16, writes/s: 1392.05, response time: 7.18ms (95%)
[  79s] threads: 2, tps: 346.00, reads/s: 4865.96, writes/s: 1386.99, response time: 7.13ms (95%)
[  80s] threads: 2, tps: 349.01, reads/s: 4867.18, writes/s: 1393.05, response time: 7.24ms (95%)
[  81s] threads: 2, tps: 340.00, reads/s: 4769.00, writes/s: 1360.00, response time: 8.03ms (95%)
[  82s] threads: 2, tps: 341.98, reads/s: 4790.69, writes/s: 1367.91, response time: 7.38ms (95%)
[  83s] threads: 2, tps: 346.01, reads/s: 4828.09, writes/s: 1384.03, response time: 7.07ms (95%)
[  84s] threads: 2, tps: 348.00, reads/s: 4880.06, writes/s: 1392.02, response time: 7.32ms (95%)
[  85s] threads: 2, tps: 347.99, reads/s: 4878.91, writes/s: 1391.97, response time: 7.19ms (95%)
[  86s] threads: 2, tps: 343.01, reads/s: 4807.11, writes/s: 1372.03, response time: 7.74ms (95%)
[  87s] threads: 2, tps: 351.00, reads/s: 4908.99, writes/s: 1404.00, response time: 6.97ms (95%)
[  88s] threads: 2, tps: 350.00, reads/s: 4902.01, writes/s: 1400.00, response time: 7.10ms (95%)
[  89s] threads: 2, tps: 352.01, reads/s: 4938.15, writes/s: 1408.04, response time: 7.08ms (95%)
[  90s] threads: 2, tps: 349.97, reads/s: 4898.64, writes/s: 1403.90, response time: 7.27ms (95%)
[  91s] threads: 2, tps: 347.99, reads/s: 4860.91, writes/s: 1387.97, response time: 7.34ms (95%)
[  92s] threads: 2, tps: 352.01, reads/s: 4927.11, writes/s: 1408.03, response time: 7.16ms (95%)
[  93s] threads: 2, tps: 345.00, reads/s: 4836.97, writes/s: 1379.99, response time: 7.06ms (95%)
[  94s] threads: 2, tps: 352.00, reads/s: 4926.01, writes/s: 1408.00, response time: 7.06ms (95%)
[  95s] threads: 2, tps: 347.00, reads/s: 4855.00, writes/s: 1388.00, response time: 7.51ms (95%)
[  96s] threads: 2, tps: 349.00, reads/s: 4882.00, writes/s: 1396.00, response time: 7.01ms (95%)
[  97s] threads: 2, tps: 352.02, reads/s: 4939.23, writes/s: 1411.07, response time: 7.06ms (95%)
[  98s] threads: 2, tps: 348.98, reads/s: 4866.76, writes/s: 1392.93, response time: 7.47ms (95%)
[  99s] threads: 2, tps: 348.01, reads/s: 4893.13, writes/s: 1392.04, response time: 7.22ms (95%)
[ 100s] threads: 2, tps: 350.98, reads/s: 4909.79, writes/s: 1403.94, response time: 7.02ms (95%)
[ 101s] threads: 2, tps: 358.02, reads/s: 5006.24, writes/s: 1432.07, response time: 7.10ms (95%)
[ 102s] threads: 2, tps: 350.98, reads/s: 4909.70, writes/s: 1403.91, response time: 7.68ms (95%)
[ 103s] threads: 2, tps: 353.00, reads/s: 4949.00, writes/s: 1412.00, response time: 7.21ms (95%)
[ 104s] threads: 2, tps: 310.01, reads/s: 4348.12, writes/s: 1241.03, response time: 10.32ms (95%)
[ 105s] threads: 2, tps: 352.99, reads/s: 4932.91, writes/s: 1410.97, response time: 6.84ms (95%)
[ 106s] threads: 2, tps: 356.01, reads/s: 4983.09, writes/s: 1424.02, response time: 7.07ms (95%)
[ 107s] threads: 2, tps: 356.99, reads/s: 5001.90, writes/s: 1430.97, response time: 6.70ms (95%)
[ 108s] threads: 2, tps: 353.01, reads/s: 4939.07, writes/s: 1410.02, response time: 7.16ms (95%)
[ 109s] threads: 2, tps: 360.01, reads/s: 5045.14, writes/s: 1439.04, response time: 7.03ms (95%)
[ 110s] threads: 2, tps: 311.99, reads/s: 4356.91, writes/s: 1247.97, response time: 11.19ms (95%)
[ 111s] threads: 2, tps: 353.00, reads/s: 4949.95, writes/s: 1411.99, response time: 7.26ms (95%)
[ 112s] threads: 2, tps: 354.00, reads/s: 4963.04, writes/s: 1416.01, response time: 6.92ms (95%)
[ 113s] threads: 2, tps: 352.00, reads/s: 4920.97, writes/s: 1409.99, response time: 7.25ms (95%)
[ 114s] threads: 2, tps: 359.00, reads/s: 5019.94, writes/s: 1433.98, response time: 7.03ms (95%)
[ 115s] threads: 2, tps: 357.01, reads/s: 5009.08, writes/s: 1428.02, response time: 6.76ms (95%)
[ 116s] threads: 2, tps: 356.99, reads/s: 4986.91, writes/s: 1427.98, response time: 7.19ms (95%)
[ 117s] threads: 2, tps: 359.01, reads/s: 5029.10, writes/s: 1437.03, response time: 6.79ms (95%)
[ 118s] threads: 2, tps: 361.00, reads/s: 5050.00, writes/s: 1443.00, response time: 6.90ms (95%)
[ 119s] threads: 2, tps: 362.00, reads/s: 5073.04, writes/s: 1450.01, response time: 6.80ms (95%)
[ 120s] threads: 2, tps: 357.99, reads/s: 5007.86, writes/s: 1429.96, response time: 7.04ms (95%)
[ 121s] threads: 2, tps: 358.00, reads/s: 5011.02, writes/s: 1432.01, response time: 7.28ms (95%)
[ 122s] threads: 2, tps: 359.01, reads/s: 5027.12, writes/s: 1436.04, response time: 7.14ms (95%)
[ 123s] threads: 2, tps: 358.98, reads/s: 5039.70, writes/s: 1438.91, response time: 6.92ms (95%)
[ 124s] threads: 2, tps: 357.02, reads/s: 4992.28, writes/s: 1426.08, response time: 7.17ms (95%)
[ 125s] threads: 2, tps: 361.00, reads/s: 5058.00, writes/s: 1443.00, response time: 6.75ms (95%)
[ 126s] threads: 2, tps: 367.00, reads/s: 5139.98, writes/s: 1473.00, response time: 7.00ms (95%)
[ 127s] threads: 2, tps: 357.00, reads/s: 4985.02, writes/s: 1423.01, response time: 7.50ms (95%)
[ 128s] threads: 2, tps: 356.99, reads/s: 4996.82, writes/s: 1429.95, response time: 7.22ms (95%)
[ 129s] threads: 2, tps: 356.01, reads/s: 4987.16, writes/s: 1422.05, response time: 7.04ms (95%)
[ 130s] threads: 2, tps: 358.98, reads/s: 5035.77, writes/s: 1439.93, response time: 7.12ms (95%)
[ 131s] threads: 2, tps: 359.01, reads/s: 5022.20, writes/s: 1432.06, response time: 7.17ms (95%)
[ 132s] threads: 2, tps: 356.00, reads/s: 4974.01, writes/s: 1424.00, response time: 7.33ms (95%)
[ 133s] threads: 2, tps: 365.01, reads/s: 5114.12, writes/s: 1460.03, response time: 6.76ms (95%)
[ 134s] threads: 2, tps: 359.98, reads/s: 5038.70, writes/s: 1439.92, response time: 6.82ms (95%)
[ 135s] threads: 2, tps: 362.02, reads/s: 5078.22, writes/s: 1450.06, response time: 6.93ms (95%)
[ 136s] threads: 2, tps: 360.00, reads/s: 5033.95, writes/s: 1437.99, response time: 7.23ms (95%)
[ 137s] threads: 2, tps: 362.00, reads/s: 5072.06, writes/s: 1448.02, response time: 6.93ms (95%)
[ 138s] threads: 2, tps: 360.00, reads/s: 5018.98, writes/s: 1439.99, response time: 7.15ms (95%)
[ 139s] threads: 2, tps: 354.99, reads/s: 4986.91, writes/s: 1419.97, response time: 7.22ms (95%)
[ 140s] threads: 2, tps: 364.00, reads/s: 5089.03, writes/s: 1456.01, response time: 7.00ms (95%)
[ 141s] threads: 2, tps: 362.01, reads/s: 5069.08, writes/s: 1448.02, response time: 7.05ms (95%)
[ 142s] threads: 2, tps: 243.00, reads/s: 3415.94, writes/s: 973.98, response time: 22.54ms (95%)
[ 143s] threads: 2, tps: 362.00, reads/s: 5067.05, writes/s: 1446.01, response time: 6.95ms (95%)
[ 144s] threads: 2, tps: 360.00, reads/s: 5033.03, writes/s: 1440.01, response time: 7.06ms (95%)
[ 145s] threads: 2, tps: 356.00, reads/s: 4984.00, writes/s: 1424.00, response time: 7.47ms (95%)
[ 146s] threads: 2, tps: 367.00, reads/s: 5140.00, writes/s: 1468.00, response time: 6.84ms (95%)
[ 147s] threads: 2, tps: 372.00, reads/s: 5207.99, writes/s: 1488.00, response time: 6.73ms (95%)
[ 148s] threads: 2, tps: 366.01, reads/s: 5106.08, writes/s: 1464.02, response time: 6.88ms (95%)
[ 149s] threads: 2, tps: 367.99, reads/s: 5157.93, writes/s: 1471.98, response time: 6.72ms (95%)
[ 150s] threads: 2, tps: 361.00, reads/s: 5069.00, writes/s: 1445.00, response time: 6.95ms (95%)
[ 151s] threads: 2, tps: 365.01, reads/s: 5092.08, writes/s: 1459.02, response time: 7.01ms (95%)
[ 152s] threads: 2, tps: 363.99, reads/s: 5102.92, writes/s: 1457.98, response time: 6.89ms (95%)
[ 153s] threads: 2, tps: 362.99, reads/s: 5086.88, writes/s: 1449.97, response time: 7.02ms (95%)
[ 154s] threads: 2, tps: 361.00, reads/s: 5059.04, writes/s: 1444.01, response time: 6.84ms (95%)
[ 155s] threads: 2, tps: 320.00, reads/s: 4456.05, writes/s: 1280.01, response time: 8.19ms (95%)
[ 156s] threads: 2, tps: 362.00, reads/s: 5089.02, writes/s: 1450.00, response time: 6.98ms (95%)
[ 157s] threads: 2, tps: 366.00, reads/s: 5116.96, writes/s: 1464.99, response time: 7.21ms (95%)
[ 158s] threads: 2, tps: 361.00, reads/s: 5064.94, writes/s: 1440.98, response time: 7.23ms (95%)
[ 159s] threads: 2, tps: 371.00, reads/s: 5178.06, writes/s: 1484.02, response time: 6.58ms (95%)
[ 160s] threads: 2, tps: 372.00, reads/s: 5219.07, writes/s: 1488.02, response time: 6.61ms (95%)
[ 161s] threads: 2, tps: 362.00, reads/s: 5059.97, writes/s: 1447.99, response time: 7.25ms (95%)
[ 162s] threads: 2, tps: 369.00, reads/s: 5169.93, writes/s: 1475.98, response time: 6.89ms (95%)
[ 163s] threads: 2, tps: 368.00, reads/s: 5153.07, writes/s: 1472.02, response time: 6.64ms (95%)
[ 164s] threads: 2, tps: 370.00, reads/s: 5190.03, writes/s: 1484.01, response time: 6.80ms (95%)
[ 165s] threads: 2, tps: 375.00, reads/s: 5238.00, writes/s: 1497.00, response time: 6.66ms (95%)
[ 166s] threads: 2, tps: 363.00, reads/s: 5083.99, writes/s: 1452.00, response time: 6.83ms (95%)
[ 167s] threads: 2, tps: 365.00, reads/s: 5118.00, writes/s: 1459.00, response time: 6.71ms (95%)
[ 168s] threads: 2, tps: 365.00, reads/s: 5098.97, writes/s: 1460.99, response time: 7.01ms (95%)
[ 169s] threads: 2, tps: 363.00, reads/s: 5073.04, writes/s: 1451.01, response time: 7.01ms (95%)
[ 170s] threads: 2, tps: 367.99, reads/s: 5171.85, writes/s: 1471.96, response time: 6.67ms (95%)
[ 171s] threads: 2, tps: 371.00, reads/s: 5177.02, writes/s: 1484.00, response time: 6.73ms (95%)
[ 172s] threads: 2, tps: 366.00, reads/s: 5140.01, writes/s: 1464.00, response time: 7.03ms (95%)
[ 173s] threads: 2, tps: 364.01, reads/s: 5099.12, writes/s: 1457.04, response time: 6.96ms (95%)
[ 174s] threads: 2, tps: 185.00, reads/s: 2576.00, writes/s: 739.00, response time: 25.56ms (95%)
[ 175s] threads: 2, tps: 364.99, reads/s: 5114.91, writes/s: 1459.97, response time: 7.04ms (95%)
[ 176s] threads: 2, tps: 375.00, reads/s: 5237.04, writes/s: 1500.01, response time: 6.77ms (95%)
[ 177s] threads: 2, tps: 366.99, reads/s: 5142.82, writes/s: 1467.95, response time: 6.80ms (95%)
[ 178s] threads: 2, tps: 371.01, reads/s: 5203.21, writes/s: 1484.06, response time: 6.69ms (95%)
[ 179s] threads: 2, tps: 366.00, reads/s: 5127.96, writes/s: 1464.99, response time: 7.30ms (95%)
[ 180s] threads: 2, tps: 371.01, reads/s: 5188.15, writes/s: 1483.04, response time: 6.84ms (95%)
[ 181s] threads: 2, tps: 367.98, reads/s: 5147.73, writes/s: 1471.92, response time: 6.88ms (95%)
[ 182s] threads: 2, tps: 364.01, reads/s: 5097.20, writes/s: 1457.06, response time: 7.36ms (95%)
[ 183s] threads: 2, tps: 369.99, reads/s: 5167.86, writes/s: 1478.96, response time: 6.90ms (95%)
[ 184s] threads: 2, tps: 370.01, reads/s: 5184.21, writes/s: 1480.06, response time: 6.99ms (95%)
[ 185s] threads: 2, tps: 371.00, reads/s: 5200.99, writes/s: 1484.00, response time: 6.73ms (95%)
[ 186s] threads: 2, tps: 373.00, reads/s: 5227.94, writes/s: 1491.98, response time: 6.51ms (95%)
[ 187s] threads: 2, tps: 372.00, reads/s: 5213.00, writes/s: 1488.00, response time: 6.72ms (95%)
[ 188s] threads: 2, tps: 379.00, reads/s: 5304.01, writes/s: 1516.00, response time: 6.58ms (95%)
[ 189s] threads: 2, tps: 367.99, reads/s: 5142.89, writes/s: 1471.97, response time: 7.03ms (95%)
[ 190s] threads: 2, tps: 374.00, reads/s: 5240.06, writes/s: 1496.02, response time: 6.66ms (95%)
[ 191s] threads: 2, tps: 367.00, reads/s: 5131.02, writes/s: 1468.01, response time: 7.14ms (95%)
[ 192s] threads: 2, tps: 376.99, reads/s: 5285.85, writes/s: 1508.96, response time: 6.48ms (95%)
[ 193s] threads: 2, tps: 370.01, reads/s: 5188.15, writes/s: 1480.04, response time: 6.71ms (95%)
[ 194s] threads: 2, tps: 373.00, reads/s: 5213.00, writes/s: 1491.00, response time: 6.77ms (95%)
[ 195s] threads: 2, tps: 367.99, reads/s: 5151.84, writes/s: 1471.96, response time: 7.18ms (95%)
