sysbench 0.5:  multi-threaded system evaluation benchmark

Running the test with following options:
Number of threads: 4
Report intermediate results every 1 second(s)
Initializing random number generator from timer.

Random number generator seed is 0 and will be ignored


Threads started!

[   1s] threads: 4, tps: 713.51, reads/s: 10006.12, writes/s: 0.00, response time: 7.75ms (95%)
[   2s] threads: 4, tps: 849.05, reads/s: 11906.75, writes/s: 0.00, response time: 5.63ms (95%)
[   3s] threads: 4, tps: 905.01, reads/s: 12668.09, writes/s: 0.00, response time: 5.16ms (95%)
[   4s] threads: 4, tps: 929.00, reads/s: 12990.98, writes/s: 0.00, response time: 4.99ms (95%)
[   5s] threads: 4, tps: 954.00, reads/s: 13374.00, writes/s: 0.00, response time: 4.81ms (95%)
[   6s] threads: 4, tps: 945.00, reads/s: 13215.99, writes/s: 0.00, response time: 5.06ms (95%)
[   7s] threads: 4, tps: 920.00, reads/s: 12885.02, writes/s: 0.00, response time: 5.09ms (95%)
[   8s] threads: 4, tps: 970.00, reads/s: 13589.98, writes/s: 0.00, response time: 4.76ms (95%)
[   9s] threads: 4, tps: 994.99, reads/s: 13906.82, writes/s: 0.00, response time: 4.61ms (95%)
[  10s] threads: 4, tps: 950.01, reads/s: 13325.15, writes/s: 0.00, response time: 5.03ms (95%)
[  11s] threads: 4, tps: 1000.00, reads/s: 14005.96, writes/s: 0.00, response time: 4.59ms (95%)
[  12s] threads: 4, tps: 970.00, reads/s: 13558.04, writes/s: 0.00, response time: 4.86ms (95%)
[  13s] threads: 4, tps: 977.00, reads/s: 13699.96, writes/s: 0.00, response time: 4.89ms (95%)
[  14s] threads: 4, tps: 1006.00, reads/s: 14067.06, writes/s: 0.00, response time: 4.59ms (95%)
[  15s] threads: 4, tps: 1010.66, reads/s: 14145.18, writes/s: 0.00, response time: 4.62ms (95%)
[  16s] threads: 4, tps: 1010.34, reads/s: 14153.74, writes/s: 0.00, response time: 4.56ms (95%)
[  17s] threads: 4, tps: 1011.01, reads/s: 14153.09, writes/s: 0.00, response time: 4.62ms (95%)
[  18s] threads: 4, tps: 961.99, reads/s: 13473.89, writes/s: 0.00, response time: 4.92ms (95%)
[  19s] threads: 4, tps: 1026.01, reads/s: 14349.08, writes/s: 0.00, response time: 4.54ms (95%)
[  20s] threads: 4, tps: 1006.00, reads/s: 14095.02, writes/s: 0.00, response time: 4.64ms (95%)
[  21s] threads: 4, tps: 977.00, reads/s: 13677.97, writes/s: 0.00, response time: 4.84ms (95%)
[  22s] threads: 4, tps: 1005.00, reads/s: 14064.03, writes/s: 0.00, response time: 4.77ms (95%)
[  23s] threads: 4, tps: 1010.00, reads/s: 14135.01, writes/s: 0.00, response time: 4.64ms (95%)
[  24s] threads: 4, tps: 999.99, reads/s: 14002.88, writes/s: 0.00, response time: 4.73ms (95%)
[  25s] threads: 4, tps: 1008.01, reads/s: 14107.11, writes/s: 0.00, response time: 4.73ms (95%)
[  26s] threads: 4, tps: 1011.00, reads/s: 14164.01, writes/s: 0.00, response time: 4.73ms (95%)
[  27s] threads: 4, tps: 1051.00, reads/s: 14703.96, writes/s: 0.00, response time: 4.39ms (95%)
[  28s] threads: 4, tps: 1033.00, reads/s: 14474.05, writes/s: 0.00, response time: 4.58ms (95%)
[  29s] threads: 4, tps: 987.99, reads/s: 13841.92, writes/s: 0.00, response time: 4.83ms (95%)
[  30s] threads: 4, tps: 1004.99, reads/s: 14045.92, writes/s: 0.00, response time: 4.77ms (95%)
[  31s] threads: 4, tps: 1033.01, reads/s: 14485.08, writes/s: 0.00, response time: 4.52ms (95%)
[  32s] threads: 4, tps: 1051.00, reads/s: 14713.99, writes/s: 0.00, response time: 4.52ms (95%)
[  33s] threads: 4, tps: 1000.00, reads/s: 13986.00, writes/s: 0.00, response time: 4.76ms (95%)
[  34s] threads: 4, tps: 992.01, reads/s: 13891.08, writes/s: 0.00, response time: 4.80ms (95%)
[  35s] threads: 4, tps: 973.00, reads/s: 13612.00, writes/s: 0.00, response time: 5.10ms (95%)
[  36s] threads: 4, tps: 919.99, reads/s: 12892.89, writes/s: 0.00, response time: 5.87ms (95%)
[  37s] threads: 4, tps: 1002.00, reads/s: 14023.06, writes/s: 0.00, response time: 4.76ms (95%)
[  38s] threads: 4, tps: 1061.00, reads/s: 14859.00, writes/s: 0.00, response time: 4.39ms (95%)
[  39s] threads: 4, tps: 1067.00, reads/s: 14939.96, writes/s: 0.00, response time: 4.31ms (95%)
[  40s] threads: 4, tps: 1055.01, reads/s: 14766.10, writes/s: 0.00, response time: 4.43ms (95%)
[  41s] threads: 4, tps: 1026.00, reads/s: 14345.01, writes/s: 0.00, response time: 4.76ms (95%)
[  42s] threads: 4, tps: 1044.00, reads/s: 14619.95, writes/s: 0.00, response time: 4.58ms (95%)
[  43s] threads: 4, tps: 1041.00, reads/s: 14586.06, writes/s: 0.00, response time: 4.60ms (95%)
