sysbench 0.5:  multi-threaded system evaluation benchmark

Running the test with following options:
Number of threads: 4
Report intermediate results every 1 second(s)
Initializing random number generator from timer.

Random number generator seed is 0 and will be ignored


Threads started!

[   1s] threads: 4, tps: 600.50, reads/s: 8446.01, writes/s: 2402.99, response time: 8.40ms (95%)
[   2s] threads: 4, tps: 659.99, reads/s: 9247.80, writes/s: 2639.94, response time: 7.74ms (95%)
[   3s] threads: 4, tps: 693.02, reads/s: 9678.30, writes/s: 2771.09, response time: 7.26ms (95%)
[   4s] threads: 4, tps: 715.00, reads/s: 10018.00, writes/s: 2860.00, response time: 6.75ms (95%)
[   5s] threads: 4, tps: 704.99, reads/s: 9875.82, writes/s: 2819.95, response time: 7.18ms (95%)
[   6s] threads: 4, tps: 747.01, reads/s: 10437.15, writes/s: 2988.04, response time: 6.86ms (95%)
[   7s] threads: 4, tps: 740.99, reads/s: 10374.81, writes/s: 2963.94, response time: 6.65ms (95%)
[   8s] threads: 4, tps: 728.00, reads/s: 10207.94, writes/s: 2915.98, response time: 6.92ms (95%)
[   9s] threads: 4, tps: 752.02, reads/s: 10538.28, writes/s: 3004.08, response time: 6.65ms (95%)
[  10s] threads: 4, tps: 723.00, reads/s: 10121.02, writes/s: 2894.01, response time: 7.00ms (95%)
[  11s] threads: 4, tps: 720.00, reads/s: 10073.96, writes/s: 2877.99, response time: 6.94ms (95%)
[  12s] threads: 4, tps: 732.00, reads/s: 10251.02, writes/s: 2928.01, response time: 6.65ms (95%)
[  13s] threads: 4, tps: 777.00, reads/s: 10874.01, writes/s: 3113.00, response time: 6.20ms (95%)
[  14s] threads: 4, tps: 762.98, reads/s: 10683.72, writes/s: 3050.92, response time: 6.55ms (95%)
[  15s] threads: 4, tps: 778.02, reads/s: 10893.29, writes/s: 3108.08, response time: 6.01ms (95%)
[  16s] threads: 4, tps: 752.00, reads/s: 10525.00, writes/s: 3008.00, response time: 6.85ms (95%)
[  17s] threads: 4, tps: 768.99, reads/s: 10786.80, writes/s: 3082.94, response time: 6.57ms (95%)
