sysbench 0.5:  multi-threaded system evaluation benchmark

Running the test with following options:
Number of threads: 32
Report intermediate results every 1 second(s)
Initializing random number generator from timer.

Random number generator seed is 0 and will be ignored


Threads started!

[   1s] threads: 32, tps: 2885.24, reads/s: 40648.36, writes/s: 11545.95, response time: 14.26ms (95%)
[   2s] threads: 32, tps: 3234.03, reads/s: 45261.42, writes/s: 12936.12, response time: 12.28ms (95%)
[   3s] threads: 32, tps: 3314.92, reads/s: 46436.82, writes/s: 13277.66, response time: 11.95ms (95%)
[   4s] threads: 32, tps: 3345.04, reads/s: 46879.57, writes/s: 13380.16, response time: 11.86ms (95%)
[   5s] threads: 32, tps: 3375.06, reads/s: 47234.87, writes/s: 13491.25, response time: 11.86ms (95%)
[   6s] threads: 32, tps: 3401.99, reads/s: 47640.83, writes/s: 13605.95, response time: 11.81ms (95%)
[   7s] threads: 32, tps: 3363.00, reads/s: 47057.03, writes/s: 13453.01, response time: 12.26ms (95%)
[   8s] threads: 32, tps: 3440.00, reads/s: 48150.99, writes/s: 13759.00, response time: 11.71ms (95%)
[   9s] threads: 32, tps: 3467.00, reads/s: 48540.98, writes/s: 13865.00, response time: 11.46ms (95%)
[  10s] threads: 32, tps: 3472.99, reads/s: 48611.93, writes/s: 13894.98, response time: 11.59ms (95%)
[  11s] threads: 32, tps: 3299.97, reads/s: 46242.63, writes/s: 13193.89, response time: 12.37ms (95%)
[  12s] threads: 32, tps: 3473.03, reads/s: 48597.44, writes/s: 13893.13, response time: 11.75ms (95%)
[  13s] threads: 32, tps: 3508.00, reads/s: 49093.02, writes/s: 14027.01, response time: 11.39ms (95%)
[  14s] threads: 32, tps: 3515.96, reads/s: 49207.48, writes/s: 14069.85, response time: 11.42ms (95%)
[  15s] threads: 32, tps: 3530.03, reads/s: 49446.44, writes/s: 14125.13, response time: 11.43ms (95%)
[  16s] threads: 32, tps: 3546.00, reads/s: 49660.01, writes/s: 14173.00, response time: 11.28ms (95%)
[  17s] threads: 32, tps: 3494.00, reads/s: 48893.03, writes/s: 13986.01, response time: 11.95ms (95%)
[  18s] threads: 32, tps: 3573.00, reads/s: 49984.01, writes/s: 14293.00, response time: 11.10ms (95%)
[  19s] threads: 32, tps: 3570.00, reads/s: 50027.01, writes/s: 14274.00, response time: 11.16ms (95%)
[  20s] threads: 32, tps: 3572.00, reads/s: 49965.97, writes/s: 14282.99, response time: 11.32ms (95%)
[  21s] threads: 32, tps: 3587.01, reads/s: 50228.16, writes/s: 14361.05, response time: 11.18ms (95%)
[  22s] threads: 32, tps: 3567.99, reads/s: 49964.92, writes/s: 14265.98, response time: 11.24ms (95%)
[  23s] threads: 32, tps: 3592.00, reads/s: 50345.95, writes/s: 14366.99, response time: 11.33ms (95%)
[  24s] threads: 32, tps: 3606.01, reads/s: 50471.08, writes/s: 14422.02, response time: 11.17ms (95%)
[  25s] threads: 32, tps: 3593.99, reads/s: 50332.90, writes/s: 14392.97, response time: 11.27ms (95%)
[  26s] threads: 32, tps: 3616.01, reads/s: 50581.08, writes/s: 14453.02, response time: 11.26ms (95%)
[  27s] threads: 32, tps: 3635.00, reads/s: 50863.00, writes/s: 14543.00, response time: 10.92ms (95%)
[  28s] threads: 32, tps: 3602.99, reads/s: 50511.92, writes/s: 14408.98, response time: 11.05ms (95%)
[  29s] threads: 32, tps: 3644.99, reads/s: 51007.92, writes/s: 14582.98, response time: 11.03ms (95%)
[  30s] threads: 32, tps: 3637.01, reads/s: 50905.10, writes/s: 14539.03, response time: 11.00ms (95%)
[  31s] threads: 32, tps: 3657.02, reads/s: 51209.26, writes/s: 14640.07, response time: 10.89ms (95%)
[  32s] threads: 32, tps: 3645.97, reads/s: 51011.64, writes/s: 14578.90, response time: 11.02ms (95%)
[  33s] threads: 32, tps: 3674.01, reads/s: 51388.17, writes/s: 14690.05, response time: 10.96ms (95%)
[  34s] threads: 32, tps: 3659.00, reads/s: 51323.93, writes/s: 14646.98, response time: 10.97ms (95%)
[  35s] threads: 32, tps: 3678.00, reads/s: 51482.05, writes/s: 14705.01, response time: 10.83ms (95%)
[  36s] threads: 32, tps: 3679.01, reads/s: 51493.21, writes/s: 14724.06, response time: 10.92ms (95%)
[  37s] threads: 32, tps: 3688.99, reads/s: 51626.88, writes/s: 14742.97, response time: 10.89ms (95%)
[  38s] threads: 32, tps: 3676.98, reads/s: 51500.73, writes/s: 14717.92, response time: 10.89ms (95%)
[  39s] threads: 32, tps: 3695.02, reads/s: 51748.25, writes/s: 14787.07, response time: 10.70ms (95%)
[  40s] threads: 32, tps: 3695.99, reads/s: 51729.91, writes/s: 14766.97, response time: 10.87ms (95%)
[  41s] threads: 32, tps: 3717.02, reads/s: 52049.26, writes/s: 14890.07, response time: 10.64ms (95%)
[  42s] threads: 32, tps: 3701.99, reads/s: 51799.79, writes/s: 14786.94, response time: 10.81ms (95%)
[  43s] threads: 32, tps: 3695.99, reads/s: 51742.85, writes/s: 14797.96, response time: 10.85ms (95%)
[  44s] threads: 32, tps: 3703.99, reads/s: 51855.90, writes/s: 14813.97, response time: 10.81ms (95%)
[  45s] threads: 32, tps: 3706.02, reads/s: 51898.24, writes/s: 14821.07, response time: 10.81ms (95%)
[  46s] threads: 32, tps: 3704.00, reads/s: 51852.99, writes/s: 14809.00, response time: 10.78ms (95%)
[  47s] threads: 32, tps: 3694.00, reads/s: 51730.99, writes/s: 14791.00, response time: 10.87ms (95%)
[  48s] threads: 32, tps: 3732.99, reads/s: 52196.92, writes/s: 14920.98, response time: 10.53ms (95%)
[  49s] threads: 32, tps: 3717.01, reads/s: 52028.08, writes/s: 14855.02, response time: 10.87ms (95%)
[  50s] threads: 32, tps: 3685.00, reads/s: 51653.07, writes/s: 14759.02, response time: 10.97ms (95%)
[  51s] threads: 32, tps: 3738.99, reads/s: 52358.85, writes/s: 14954.96, response time: 10.63ms (95%)
[  52s] threads: 32, tps: 3739.00, reads/s: 52322.00, writes/s: 14946.00, response time: 10.81ms (95%)
[  53s] threads: 32, tps: 3737.01, reads/s: 52320.09, writes/s: 14959.03, response time: 10.66ms (95%)
[  54s] threads: 32, tps: 3758.99, reads/s: 52596.84, writes/s: 15030.95, response time: 10.64ms (95%)
[  55s] threads: 32, tps: 3745.01, reads/s: 52446.10, writes/s: 14979.03, response time: 10.69ms (95%)
[  56s] threads: 32, tps: 3634.00, reads/s: 50905.99, writes/s: 14533.00, response time: 11.25ms (95%)
[  57s] threads: 32, tps: 3394.99, reads/s: 47520.88, writes/s: 13574.97, response time: 14.11ms (95%)
[  58s] threads: 32, tps: 3682.02, reads/s: 51506.26, writes/s: 14728.07, response time: 11.73ms (95%)
[  59s] threads: 32, tps: 3781.99, reads/s: 52946.91, writes/s: 15146.98, response time: 10.61ms (95%)
[  60s] threads: 32, tps: 3818.00, reads/s: 53484.98, writes/s: 15256.99, response time: 10.53ms (95%)
[  61s] threads: 32, tps: 3801.95, reads/s: 53188.25, writes/s: 15211.79, response time: 10.55ms (95%)
[  62s] threads: 32, tps: 3823.06, reads/s: 53552.87, writes/s: 15292.25, response time: 10.42ms (95%)
[  63s] threads: 32, tps: 3811.99, reads/s: 53346.86, writes/s: 15238.96, response time: 10.67ms (95%)
[  64s] threads: 32, tps: 3811.94, reads/s: 53351.11, writes/s: 15251.75, response time: 10.55ms (95%)
[  65s] threads: 32, tps: 3815.06, reads/s: 53512.86, writes/s: 15274.24, response time: 10.48ms (95%)
[  66s] threads: 32, tps: 3823.95, reads/s: 53475.23, writes/s: 15288.78, response time: 10.59ms (95%)
[  67s] threads: 32, tps: 3834.06, reads/s: 53689.78, writes/s: 15330.22, response time: 10.45ms (95%)
[  68s] threads: 32, tps: 3830.99, reads/s: 53646.85, writes/s: 15340.96, response time: 10.44ms (95%)
[  69s] threads: 32, tps: 3829.96, reads/s: 53591.41, writes/s: 15299.83, response time: 10.56ms (95%)
[  70s] threads: 32, tps: 3833.00, reads/s: 53633.07, writes/s: 15341.02, response time: 10.50ms (95%)
[  71s] threads: 32, tps: 3818.99, reads/s: 53480.83, writes/s: 15267.95, response time: 10.52ms (95%)
[  72s] threads: 32, tps: 3843.06, reads/s: 53854.80, writes/s: 15376.23, response time: 10.39ms (95%)
[  73s] threads: 32, tps: 3856.00, reads/s: 53971.03, writes/s: 15427.01, response time: 10.43ms (95%)
[  74s] threads: 32, tps: 3864.99, reads/s: 54097.84, writes/s: 15452.96, response time: 10.51ms (95%)
[  75s] threads: 32, tps: 3855.02, reads/s: 53966.23, writes/s: 15434.07, response time: 10.41ms (95%)
