sysbench 0.5:  multi-threaded system evaluation benchmark

Running the test with following options:
Number of threads: 64
Report intermediate results every 1 second(s)
Initializing random number generator from timer.

Random number generator seed is 0 and will be ignored


Threads started!

[   1s] threads: 64, tps: 3800.67, reads/s: 53864.36, writes/s: 15228.69, response time: 23.14ms (95%)
[   2s] threads: 64, tps: 4359.88, reads/s: 61003.29, writes/s: 17440.51, response time: 20.34ms (95%)
[   3s] threads: 64, tps: 4702.17, reads/s: 65783.38, writes/s: 18807.68, response time: 18.86ms (95%)
[   4s] threads: 64, tps: 4766.00, reads/s: 66712.00, writes/s: 19053.00, response time: 18.90ms (95%)
[   5s] threads: 64, tps: 4767.02, reads/s: 66772.26, writes/s: 19080.07, response time: 19.73ms (95%)
[   6s] threads: 64, tps: 4983.96, reads/s: 69757.41, writes/s: 19925.83, response time: 18.29ms (95%)
[   7s] threads: 64, tps: 5019.03, reads/s: 70270.36, writes/s: 20094.10, response time: 18.36ms (95%)
[   8s] threads: 64, tps: 5018.01, reads/s: 70192.13, writes/s: 20048.04, response time: 18.41ms (95%)
[   9s] threads: 64, tps: 5131.99, reads/s: 71906.86, writes/s: 20544.96, response time: 17.98ms (95%)
[  10s] threads: 64, tps: 5243.94, reads/s: 73485.12, writes/s: 20971.75, response time: 17.81ms (95%)
[  11s] threads: 64, tps: 5198.06, reads/s: 72637.90, writes/s: 20791.26, response time: 18.24ms (95%)
[  12s] threads: 64, tps: 5308.91, reads/s: 74356.74, writes/s: 21229.64, response time: 17.75ms (95%)
[  13s] threads: 64, tps: 5366.08, reads/s: 75201.12, writes/s: 21481.32, response time: 17.74ms (95%)
[  14s] threads: 64, tps: 5387.02, reads/s: 75392.24, writes/s: 21529.07, response time: 17.33ms (95%)
[  15s] threads: 64, tps: 5305.01, reads/s: 74213.12, writes/s: 21233.03, response time: 18.39ms (95%)
[  16s] threads: 64, tps: 5417.00, reads/s: 75924.97, writes/s: 21673.99, response time: 17.50ms (95%)
[  17s] threads: 64, tps: 5200.92, reads/s: 72814.92, writes/s: 20794.69, response time: 19.75ms (95%)
[  18s] threads: 64, tps: 5606.03, reads/s: 78440.43, writes/s: 22429.12, response time: 17.03ms (95%)
[  19s] threads: 64, tps: 5628.03, reads/s: 78815.45, writes/s: 22503.13, response time: 16.94ms (95%)
[  20s] threads: 64, tps: 4451.00, reads/s: 62308.04, writes/s: 17810.01, response time: 20.43ms (95%)
[  21s] threads: 64, tps: 5063.00, reads/s: 70968.03, writes/s: 20260.01, response time: 20.09ms (95%)
[  22s] threads: 64, tps: 5652.00, reads/s: 79070.03, writes/s: 22596.01, response time: 16.82ms (95%)
[  23s] threads: 64, tps: 5502.00, reads/s: 77011.94, writes/s: 21998.98, response time: 18.21ms (95%)
[  24s] threads: 64, tps: 5655.02, reads/s: 79182.26, writes/s: 22654.07, response time: 17.01ms (95%)
[  25s] threads: 64, tps: 5727.98, reads/s: 80104.71, writes/s: 22880.92, response time: 16.86ms (95%)
[  26s] threads: 64, tps: 5687.02, reads/s: 79701.30, writes/s: 22759.09, response time: 17.10ms (95%)
[  27s] threads: 64, tps: 5782.98, reads/s: 80956.77, writes/s: 23135.94, response time: 16.61ms (95%)
[  28s] threads: 64, tps: 5732.01, reads/s: 80257.13, writes/s: 22925.04, response time: 16.97ms (95%)
[  29s] threads: 64, tps: 5824.01, reads/s: 81521.12, writes/s: 23301.03, response time: 16.45ms (95%)
[  30s] threads: 64, tps: 5779.98, reads/s: 80954.78, writes/s: 23130.94, response time: 16.52ms (95%)
[  31s] threads: 64, tps: 5832.00, reads/s: 81674.04, writes/s: 23336.01, response time: 16.34ms (95%)
[  32s] threads: 64, tps: 5886.97, reads/s: 82310.56, writes/s: 23540.87, response time: 16.31ms (95%)
[  33s] threads: 64, tps: 5783.03, reads/s: 81062.38, writes/s: 23150.11, response time: 17.06ms (95%)
[  34s] threads: 64, tps: 5870.01, reads/s: 82149.16, writes/s: 23437.05, response time: 16.35ms (95%)
[  35s] threads: 64, tps: 5854.97, reads/s: 81907.65, writes/s: 23436.90, response time: 17.21ms (95%)
[  36s] threads: 64, tps: 5962.90, reads/s: 83491.66, writes/s: 23844.62, response time: 15.95ms (95%)
[  37s] threads: 64, tps: 5910.10, reads/s: 82772.42, writes/s: 23645.41, response time: 16.20ms (95%)
[  38s] threads: 64, tps: 5974.97, reads/s: 83617.61, writes/s: 23882.89, response time: 16.22ms (95%)
[  39s] threads: 64, tps: 6058.04, reads/s: 84874.56, writes/s: 24244.16, response time: 15.71ms (95%)
[  40s] threads: 64, tps: 6094.01, reads/s: 85274.11, writes/s: 24371.03, response time: 15.68ms (95%)
[  41s] threads: 64, tps: 6107.93, reads/s: 85541.97, writes/s: 24423.71, response time: 15.66ms (95%)
[  42s] threads: 64, tps: 6117.09, reads/s: 85593.20, writes/s: 24474.34, response time: 15.75ms (95%)
[  43s] threads: 64, tps: 5655.99, reads/s: 79103.88, writes/s: 22617.97, response time: 18.47ms (95%)
[  44s] threads: 64, tps: 5774.97, reads/s: 80951.63, writes/s: 23112.89, response time: 17.14ms (95%)
